1515955862947,0.18798828,9.764725,1.4215851,0.009521484,0.047714233,-0.005126953,Jumping_Jack
1515955863000,0.17362976,9.72641,1.3880768,0.01272583,0.016830444,-0.0030059814,Jumping_Jack
1515955863052,0.22151184,9.7838745,1.4000397,0.02230835,0.004043579,-0.0030059814,Jumping_Jack
1515955863103,0.24305725,9.80542,1.3904572,0.011657715,-0.004486084,-0.0030059814,Jumping_Jack
1515955863154,0.25743103,9.721634,1.3545532,0.005264282,-0.0034179688,0.0012664795,Jumping_Jack
1515955863205,0.2669983,9.817398,1.3784943,-0.0021972656,-0.0023498535,-8.69751E-4,Jumping_Jack
1515955863256,0.25024414,9.697693,1.4072266,0.004196167,0.007232666,1.9836426E-4,Jumping_Jack
1515955863307,0.20236206,9.755142,1.3832855,0.016983032,0.014694214,0.010848999,Jumping_Jack
1515955863359,0.29333496,9.894012,1.5556641,-0.0011291504,0.008300781,0.011917114,Jumping_Jack
1515955863410,0.45135498,9.5660095,1.483841,0.016983032,0.087127686,0.021499634,Jumping_Jack
1515955863461,0.26460266,9.72403,1.3832855,0.046813965,0.15318298,0.03215027,Jumping_Jack
1515955863513,0.14250183,9.7838745,1.4311676,0.04574585,0.17448425,0.018310547,Jumping_Jack
1515955863564,0.07307434,9.714447,1.3808899,0.035095215,0.1350708,0.008712769,Jumping_Jack
1515955863617,-0.02029419,9.791061,1.3473663,0.021240234,0.0647583,0.0055236816,Jumping_Jack
1515955863668,-0.04902649,9.747971,1.2851257,0.025512695,-0.018325806,-0.0072631836,Jumping_Jack
1515955863719,0.20475769,9.771912,1.270752,0.039352417,-0.07052612,-0.014724731,Jumping_Jack
1515955863770,0.24545288,9.800644,1.239624,0.03616333,-0.063064575,-0.018981934,Jumping_Jack
1515955863821,0.19277954,9.836548,1.2516022,0.021240234,-0.049224854,-0.017913818,Jumping_Jack
1515955863872,0.14250183,9.834152,1.1151276,-0.0043182373,-0.05987549,-0.017913818,Jumping_Jack
1515955863923,0.21432495,9.886826,1.1223145,-0.021362305,-0.088638306,-0.011520386,Jumping_Jack
1515955863975,0.24545288,9.719238,1.1725922,-0.02029419,-0.08117676,-0.0040740967,Jumping_Jack
1515955864026,0.2669983,9.776688,1.155838,-0.017105103,-0.063064575,-0.0040740967,Jumping_Jack
1515955864077,0.24305725,9.740784,1.2061157,-0.014968872,-0.039627075,-0.0030059814,Jumping_Jack
1515955864129,0.22390747,9.795853,1.239624,-0.008590698,-0.011932373,-0.0019378662,Jumping_Jack
1515955864181,0.21192932,9.764725,1.2492065,0.0020751953,0.0093688965,0.010848999,Jumping_Jack
1515955864232,0.14250183,9.738388,1.2539978,0.004196167,0.007232666,0.0076446533,Jumping_Jack
1515955864283,0.19517517,9.8389435,1.2372284,0.005264282,8.392334E-4,0.0044555664,Jumping_Jack
1515955864335,0.19038391,9.733597,1.2779388,-6.1035156E-5,0.004043579,0.0033874512,Jumping_Jack
1515955864386,0.18798828,9.826965,1.2563934,-0.006454468,8.392334E-4,0.0076446533,Jumping_Jack
1515955864437,0.1401062,9.70726,1.239624,0.0074005127,-0.0023498535,0.011917114,Jumping_Jack
1515955864488,0.20715332,9.807816,1.3162384,0.004196167,-0.0034179688,0.0044555664,Jumping_Jack
1515955864539,0.10180664,9.779083,1.2851257,0.009521484,-0.032180786,0.0044555664,Jumping_Jack
1515955864591,0.20475769,9.769516,1.2324524,0.0074005127,-0.05241394,0.008712769,Jumping_Jack
